,q0,q1,q2,q3
0,-0.6353234998468642,0.6898649881082201,0.5559116030346706,-0.2314359116972179
1,-0.6344087281813221,0.6909430013671427,0.557102471999076,-0.2321829827173926
2,-0.6325754841315566,0.6930473937608028,0.5581532881452242,-0.23299802084799356
3,-0.6298163520165777,0.6962725609672754,0.561715180010089,-0.2352387200509189
4,-0.6298163520165777,0.6963180943665491,0.5630393425789941,-0.23591730058637642
5,-0.6288941666097616,0.6973856413795225,0.564220778170437,-0.23666410467505178
6,-0.6288941666097616,0.6974229037063573,0.5655420832752965,-0.23734091680129876
7,-0.6279707423034288,0.6984872887568045,0.566720971727147,-0.238087913423262
8,-0.6279707423034288,0.6985316442410122,0.5686969972442488,-0.23909973093823475
9,-0.6270460781773279,0.699588261461507,0.5698709562008296,-0.23984552456623967
10,-0.6270460781773279,0.6995977597798118,0.5705267844456184,-0.24018110210872526
11,-0.6261201733172178,0.7006579614745572,0.5717016529957395,-0.24092931976421192
12,-0.6261201733172178,0.7006720982573784,0.5730109486921455,-0.241599186060758
13,-0.6251930268149111,0.7017268760406684,0.5741821989056235,-0.24234672040628974
14,-0.6251930268149111,0.7017332162107144,0.5754874873401369,-0.24301421398435372
15,-0.6233350052815066,0.703837873109849,0.5778256539849501,-0.2445102273638192
16,-0.6233350052815066,0.7038364341349707,0.5784753192829972,-0.24484237614847654
17,-0.622404128464728,0.7048865475588749,0.5796418095032154,-0.24559120766914086
18,-0.622404128464728,0.7048824593934548,0.5802906340664568,-0.2459228321344406
19,-0.6214720064344825,0.7059302552338411,0.5814551773362608,-0.24667180141180506
20,-0.6214720064344825,0.7059237159383279,0.5821027514336771,-0.24700271556713674
21,-0.6196040232310873,0.7080140228589561,0.5844276289834714,-0.24850066989653696
22,-0.6196040232310873,0.7080042739332149,0.5850730559170929,-0.24883049253279188
23,-0.6167926876017021,0.711126901829873,0.5885496568285359,-0.2510774841803589
24,-0.6167926876017021,0.7111130835102651,0.5891921869441025,-0.251405883030255
25,-0.6130267309300406,0.7152534984569543,0.593807835048211,-0.25440223635159964
26,-0.6130267309300406,0.7152347042337472,0.5944467364599493,-0.254728865613174
27,-0.6044799098186957,0.724464755714858,0.6047525534326016,-0.2614574050739731
28,-0.603523969521035,0.7255128337467965,0.6052536155576225,-0.2618837281088517
29,-0.5929252079487598,0.7366308108896793,0.6176974790068956,-0.2701101130506921
30,-0.5919540823856333,0.7376724547805144,0.6181879546569438,-0.2705397009508066
31,-0.5851206104392133,0.7446464571198441,0.6260099549734168,-0.2757909100550064
32,-0.5841393079346933,0.745683304183181,0.6264932336057416,-0.2762224572243997
33,-0.5802013433723854,0.7496303052967317,0.6309290748066773,-0.27923041337888005
34,-0.5792136607334334,0.7506644837795009,0.6314059013203961,-0.2796620907590071
35,-0.5752501476465725,0.754583525423179,0.6358166189902879,-0.28267109711898425
36,-0.5742560710933613,0.7556141893181714,0.6362888521047031,-0.28310374562195173
37,-0.5702669565185784,0.7595046671001328,0.6406743548233123,-0.28611360679646725
38,-0.5692664733559616,0.760531697952921,0.6411419653345465,-0.28654720091814945
39,-0.5662573255761305,0.7634301476734655,0.6444131992608628,-0.2888061090998051
40,-0.5652517087358976,0.7644538590138633,0.6448778496430192,-0.28924070136519
41,-0.5622271495049376,0.7673351501675287,0.6481342160676918,-0.29149992428304033
42,-0.5612163921655813,0.768355707520632,0.6485950927303495,-0.2919351184443885
