,x,y,z
0,-0.07,-0.0015202702702702734,0.15
1,-0.07,-0.0017229729729729719,0.1497972972972973
2,-0.07,-0.004358108108108106,0.1497972972972973
3,-0.07,-0.004560810810810813,0.1495945945945946
4,-0.07,-0.006385135135135138,0.1495945945945946
5,-0.07,-0.0065878378378378365,0.1493918918918919
6,-0.07,-0.007601351351351352,0.1493918918918919
7,-0.07,-0.007804054054054058,0.1491891891891892
8,-0.07,-0.008817567567567566,0.1491891891891892
9,-0.07,-0.009020270270270272,0.1489864864864865
10,-0.07,-0.009628378378378375,0.1489864864864865
11,-0.07,-0.009831081081081081,0.1487837837837838
12,-0.07,-0.010439189189189192,0.1487837837837838
13,-0.07,-0.01064189189189189,0.14858108108108106
14,-0.07,-0.0114527027027027,0.14858108108108106
15,-0.07,-0.011655405405405406,0.14837837837837836
16,-0.07,-0.01206081081081081,0.14837837837837836
17,-0.07,-0.012263513513513517,0.14817567567567566
18,-0.07,-0.012668918918918921,0.14817567567567566
19,-0.07,-0.01287162162162162,0.14797297297297296
20,-0.07,-0.013277027027027025,0.14797297297297296
21,-0.07,-0.01347972972972973,0.14777027027027026
22,-0.07,-0.013885135135135136,0.14777027027027026
23,-0.07,-0.01429054054054054,0.14736486486486486
24,-0.07,-0.014898648648648653,0.14736486486486486
25,-0.07,-0.01510135135135135,0.14716216216216216
26,-0.07,-0.015304054054054057,0.14716216216216216
27,-0.07,-0.015506756756756754,0.14695945945945946
28,-0.07,-0.015709459459459462,0.14695945945945946
29,-0.07,-0.01591216216216216,0.14675675675675676
30,-0.07,-0.016114864864864867,0.14675675675675676
31,-0.07,-0.01631756756756757,0.14655405405405406
32,-0.07,-0.016722972972972976,0.14655405405405406
33,-0.07,-0.01712837837837838,0.14614864864864865
34,-0.07,-0.01733108108108108,0.14614864864864865
35,-0.07,-0.017533783783783785,0.14594594594594595
36,-0.07,-0.017736486486486486,0.14594594594594595
37,-0.07,-0.01793918918918919,0.14574324324324323
38,-0.07,-0.01814189189189189,0.14574324324324323
39,-0.07,-0.018344594594594595,0.14554054054054053
40,-0.07,-0.018547297297297302,0.14554054054054053
41,-0.07,-0.019155405405405404,0.14493243243243242
42,-0.07,-0.01956081081081081,0.14493243243243242
43,-0.07,-0.020371621621621618,0.14412162162162162
44,-0.07,-0.020574324324324326,0.14412162162162162
45,-0.07,-0.020777027027027033,0.14391891891891892
46,-0.07,-0.02097972972972973,0.14391891891891892
47,-0.07,-0.021587837837837843,0.14331081081081082
48,-0.07,-0.02179054054054054,0.14331081081081082
49,-0.07,-0.022804054054054054,0.1422972972972973
50,-0.07,-0.02300675675675676,0.1422972972972973
51,-0.07,-0.025844594594594594,0.13945945945945945
52,-0.07,-0.025844594594594594,0.13925675675675675
53,-0.07,-0.026655405405405404,0.13844594594594595
54,-0.07,-0.026655405405405404,0.13824324324324325
55,-0.07,-0.027263513513513516,0.13763513513513512
56,-0.07,-0.027263513513513516,0.13743243243243242
57,-0.07,-0.02766891891891892,0.13702702702702702
58,-0.07,-0.02766891891891892,0.13682432432432431
59,-0.07,-0.028074324324324326,0.1364189189189189
60,-0.07,-0.028074324324324326,0.1360135135135135
61,-0.07,-0.02827702702702703,0.1358108108108108
62,-0.07,-0.02847972972972973,0.1358108108108108
