,x,y,z
0,-0.2,0.12288334901222957,0.25
1,-0.2,0.12264816556914396,0.2497648165569144
2,-0.2,0.12217779868297274,0.2497648165569144
3,-0.2,0.1214722483537159,0.24905926622765756
4,-0.2,0.1214722483537159,0.24858889934148637
5,-0.2,0.1212370649106303,0.24835371589840075
6,-0.2,0.1212370649106303,0.24788334901222953
7,-0.2,0.12100188146754469,0.24764816556914393
8,-0.2,0.12100188146754469,0.24694261523988711
9,-0.2,0.12076669802445908,0.24670743179680152
10,-0.2,0.12076669802445908,0.2464722483537159
11,-0.2,0.12053151458137347,0.2462370649106303
12,-0.2,0.12053151458137347,0.24576669802445908
13,-0.2,0.12029633113828787,0.24553151458137348
14,-0.2,0.12029633113828787,0.24506114769520226
15,-0.2,0.11982596425211665,0.24459078080903104
16,-0.2,0.11982596425211665,0.24435559736594545
17,-0.2,0.11959078080903104,0.24412041392285982
18,-0.2,0.11959078080903104,0.24388523047977423
19,-0.2,0.11935559736594545,0.2436500470366886
20,-0.2,0.11935559736594545,0.243414863593603
21,-0.2,0.11888523047977423,0.2429444967074318
22,-0.2,0.11888523047977423,0.2427093132643462
23,-0.2,0.11817968015051741,0.24200376293508938
24,-0.2,0.11817968015051741,0.24176857949200375
25,-0.2,0.11723894637817499,0.24082784571966134
26,-0.2,0.11723894637817499,0.24059266227657572
27,-0.2,0.11512229539040454,0.23847601128880527
28,-0.2,0.11488711194731893,0.23847601128880527
29,-0.2,0.11230009407337724,0.23588899341486358
30,-0.2,0.11206491063029163,0.23588899341486358
31,-0.2,0.11041862652869239,0.23424270931326435
32,-0.2,0.11018344308560678,0.23424270931326435
33,-0.2,0.10924270931326437,0.2333019755409219
34,-0.2,0.10900752587017876,0.2333019755409219
35,-0.2,0.10806679209783633,0.2323612417685795
36,-0.2,0.10783160865475072,0.2323612417685795
37,-0.2,0.1068908748824083,0.23142050799623706
38,-0.2,0.1066556914393227,0.23142050799623706
39,-0.2,0.10595014111006584,0.23071495766698025
40,-0.2,0.10571495766698025,0.23071495766698025
41,-0.2,0.10500940733772343,0.23000940733772343
42,-0.2,0.10477422389463782,0.23000940733772343
43,-0.2,0.1043038570084666,0.2295390404515522
44,-0.2,0.104068673565381,0.2295390404515522
45,-0.2,0.10336312323612418,0.2288334901222954
46,-0.2,0.10312793979303858,0.2288334901222954
47,-0.2,0.10265757290686736,0.22836312323612418
48,-0.2,0.10242238946378177,0.22836312323612418
49,-0.2,0.10195202257761055,0.22789275634995296
50,-0.2,0.10171683913452494,0.22789275634995296
51,-0.2,0.10124647224835373,0.22742238946378174
52,-0.2,0.10101128880526812,0.22742238946378174
53,-0.2,0.10054092191909692,0.22695202257761055
54,-0.2,0.1003057384760113,0.22695202257761055
55,-0.2,0.0998353715898401,0.22648165569143933
56,-0.2,0.09960018814675449,0.22648165569143933
57,-0.2,0.09936500470366888,0.2262464722483537
58,-0.2,0.09912982126058327,0.2262464722483537
59,-0.2,0.09865945437441206,0.2257761053621825
60,-0.2,0.09842427093132645,0.2257761053621825
61,-0.2,0.09795390404515522,0.2253057384760113
62,-0.2,0.09771872060206961,0.2253057384760113
63,-0.2,0.097483537158984,0.22507055503292567
64,-0.2,0.0972483537158984,0.22507055503292567
65,-0.2,0.09677798682972719,0.22460018814675448
66,-0.2,0.09654280338664158,0.22460018814675448
67,-0.2,0.09630761994355598,0.22436500470366885
68,-0.2,0.09607243650047037,0.22436500470366885
69,-0.2,0.09560206961429916,0.22389463781749763
70,-0.2,0.09536688617121356,0.22389463781749763
71,-0.2,0.09513170272812795,0.22365945437441204
72,-0.2,0.09489651928504234,0.22365945437441204
73,-0.2,0.09466133584195674,0.22342427093132644
74,-0.2,0.09442615239887113,0.22342427093132644
75,-0.2,0.09395578551269991,0.22295390404515522
76,-0.2,0.09372060206961431,0.22295390404515522
77,-0.2,0.0934854186265287,0.22271872060206963
78,-0.2,0.0932502351834431,0.22271872060206963
79,-0.2,0.0930150517403575,0.222483537158984
80,-0.2,0.09277986829727189,0.222483537158984
81,-0.2,0.09230950141110067,0.22201317027281278
82,-0.2,0.09207431796801507,0.22201317027281278
83,-0.2,0.09183913452492946,0.2217779868297272
84,-0.2,0.09160395108184385,0.2217779868297272
85,-0.2,0.09136876763875824,0.2215428033866416
86,-0.2,0.09113358419567265,0.2215428033866416
87,-0.2,0.09089840075258704,0.22130761994355597
88,-0.2,0.09066321730950143,0.22130761994355597
89,-0.2,0.0904280338664158,0.22107243650047037
90,-0.2,0.0901928504233302,0.22107243650047037
91,-0.2,0.08995766698024459,0.22083725305738477
92,-0.2,0.08972248353715898,0.22083725305738477
93,-0.2,0.08948730009407338,0.22060206961429915
94,-0.2,0.08925211665098777,0.22060206961429915
95,-0.2,0.08901693320790216,0.22036688617121356
96,-0.2,0.08878174976481656,0.22036688617121356
97,-0.2,0.08854656632173095,0.22013170272812793
98,-0.2,0.08831138287864534,0.22013170272812793
99,-0.2,0.08807619943555973,0.21989651928504234
100,-0.2,0.08784101599247414,0.21989651928504234
101,-0.2,0.08760583254938853,0.21966133584195674
102,-0.2,0.08737064910630292,0.21966133584195674
103,-0.2,0.08713546566321731,0.21942615239887112
104,-0.2,0.08690028222013171,0.21942615239887112
105,-0.2,0.0866650987770461,0.21919096895578552
106,-0.2,0.0864299153339605,0.21919096895578552
107,-0.2,0.0861947318908749,0.2189557855126999
108,-0.2,0.08595954844778929,0.2189557855126999
109,-0.2,0.08572436500470368,0.2187206020696143
110,-0.2,0.08525399811853247,0.2187206020696143
111,-0.2,0.08501881467544686,0.2184854186265287
112,-0.2,0.08478363123236125,0.2184854186265287
113,-0.2,0.08431326434619005,0.21801505174035749
114,-0.2,0.08384289746001883,0.21801505174035749
115,-0.2,0.08360771401693323,0.21777986829727186
116,-0.2,0.08337253057384762,0.21777986829727186
117,-0.2,0.08313734713076201,0.21754468485418627
118,-0.2,0.08266698024459081,0.21754468485418627
119,-0.2,0.08219661335841956,0.21707431796801505
120,-0.2,0.08172624647224835,0.21707431796801505
121,-0.2,0.08149106302916274,0.21683913452492945
122,-0.2,0.08125587958607713,0.21683913452492945
123,-0.2,0.08102069614299154,0.21660395108184383
124,-0.2,0.08078551269990593,0.21660395108184383
125,-0.2,0.08055032925682032,0.21636876763875823
126,-0.2,0.08031514581373471,0.21636876763875823
127,-0.2,0.08007996237064911,0.21613358419567263
128,-0.2,0.0796095954844779,0.21613358419567263
129,-0.2,0.0793744120413923,0.215898400752587
130,-0.2,0.07913922859830669,0.215898400752587
131,-0.2,0.07890404515522108,0.21566321730950141
132,-0.2,0.07843367826904987,0.21566321730950141
133,-0.2,0.07819849482596426,0.2154280338664158
134,-0.2,0.07796331138287865,0.2154280338664158
135,-0.2,0.07772812793979304,0.2151928504233302
136,-0.2,0.07725776105362184,0.2151928504233302
137,-0.2,0.07702257761053623,0.2149576669802446
138,-0.2,0.07678739416745063,0.2149576669802446
139,-0.2,0.07655221072436502,0.21472248353715898
140,-0.2,0.0760818438381938,0.21472248353715898
141,-0.2,0.0758466603951082,0.21448730009407338
142,-0.2,0.0756114769520226,0.21448730009407338
143,-0.2,0.07537629350893699,0.21425211665098776
144,-0.2,0.07490592662276578,0.21425211665098776
145,-0.2,0.07467074317968014,0.21401693320790216
146,-0.2,0.07443555973659453,0.21401693320790216
147,-0.2,0.07420037629350894,0.21378174976481656
148,-0.2,0.07373000940733772,0.21378174976481656
149,-0.2,0.07349482596425211,0.21354656632173094
150,-0.2,0.0730244590780809,0.21354656632173094
151,-0.2,0.07278927563499529,0.21331138287864534
152,-0.2,0.0725540921919097,0.21331138287864534
153,-0.2,0.07231890874882409,0.21307619943555972
154,-0.2,0.07184854186265287,0.21307619943555972
155,-0.2,0.07161335841956727,0.21284101599247413
156,-0.2,0.07114299153339605,0.21284101599247413
157,-0.2,0.07090780809031044,0.21260583254938853
158,-0.2,0.07043744120413924,0.21260583254938853
159,-0.2,0.07020225776105363,0.21237064910630293
160,-0.2,0.06996707431796803,0.21237064910630293
161,-0.2,0.06973189087488242,0.2121354656632173
162,-0.2,0.0692615239887112,0.2121354656632173
163,-0.2,0.0690263405456256,0.21190028222013169
164,-0.2,0.06855597365945439,0.21190028222013169
165,-0.2,0.06832079021636878,0.2116650987770461
166,-0.2,0.06785042333019757,0.2116650987770461
167,-0.2,0.06761523988711196,0.2114299153339605
168,-0.2,0.06714487300094076,0.2114299153339605
169,-0.2,0.06690968955785515,0.2111947318908749
170,-0.2,0.06643932267168391,0.2111947318908749
171,-0.2,0.0662041392285983,0.21095954844778927
172,-0.2,0.0657337723424271,0.21095954844778927
173,-0.2,0.06549858889934149,0.21072436500470368
174,-0.2,0.06502822201317027,0.21072436500470368
175,-0.2,0.06479303857008467,0.21048918156161806
176,-0.2,0.06432267168391345,0.21048918156161806
177,-0.2,0.06408748824082784,0.21025399811853246
178,-0.2,0.06361712135465664,0.21025399811853246
179,-0.2,0.06338193791157103,0.21001881467544686
180,-0.2,0.06291157102539982,0.21001881467544686
181,-0.2,0.06267638758231421,0.20978363123236124
182,-0.2,0.062206020696143,0.20978363123236124
183,-0.2,0.061970837253057395,0.20954844778927564
184,-0.2,0.06150047036688618,0.20954844778927564
185,-0.2,0.06126528692380058,0.20931326434619002
186,-0.2,0.06079492003762937,0.20931326434619002
187,-0.2,0.06055973659454376,0.20907808090310442
188,-0.2,0.060089369708372545,0.20907808090310442
189,-0.2,0.05985418626528694,0.20884289746001883
190,-0.2,0.05914863593603012,0.20884289746001883
191,-0.2,0.05891345249294449,0.2086077140169332
192,-0.2,0.058443085606773276,0.2086077140169332
193,-0.2,0.05820790216368767,0.2083725305738476
194,-0.2,0.05773753527751646,0.2083725305738476
195,-0.2,0.05750235183443085,0.20813734713076198
196,-0.2,0.056796801505174035,0.20813734713076198
197,-0.2,0.05656161806208843,0.2079021636876764
198,-0.2,0.05609125117591722,0.2079021636876764
199,-0.2,0.05585606773283161,0.2076669802445908
200,-0.2,0.0553857008466604,0.2076669802445908
201,-0.2,0.055150517403574795,0.20743179680150517
202,-0.2,0.05444496707431797,0.20743179680150517
203,-0.2,0.05420978363123237,0.20719661335841957
204,-0.2,0.05373941674506116,0.20719661335841957
205,-0.2,0.053504233301975554,0.20696142991533395
206,-0.2,0.05303386641580434,0.20696142991533395
207,-0.2,0.05279868297271873,0.20672624647224835
208,-0.2,0.052093132643461916,0.20672624647224835
209,-0.2,0.05185794920037631,0.20649106302916276
210,-0.2,0.05115239887111946,0.20649106302916276
211,-0.2,0.05091721542803386,0.20625587958607713
212,-0.2,0.05044684854186265,0.20625587958607713
213,-0.2,0.05021166509877704,0.20602069614299154
214,-0.2,0.04950611476952022,0.20602069614299154
215,-0.2,0.04927093132643462,0.20578551269990591
216,-0.2,0.04880056444026341,0.20578551269990591
217,-0.2,0.0485653809971778,0.20555032925682032
218,-0.2,0.04785983066792098,0.20555032925682032
219,-0.2,0.04762464722483537,0.20531514581373472
220,-0.2,0.047154280338664166,0.20531514581373472
221,-0.2,0.046919096895578556,0.2050799623706491
222,-0.2,0.04621354656632174,0.2050799623706491
223,-0.2,0.04597836312323613,0.2048447789275635
224,-0.2,0.045272812793979315,0.2048447789275635
225,-0.2,0.04503762935089371,0.20460959548447788
226,-0.2,0.04433207902163689,0.20460959548447788
227,-0.2,0.04409689557855129,0.20437441204139228
228,-0.2,0.043626528692380075,0.20437441204139228
229,-0.2,0.043391345249294465,0.2041392285983067
230,-0.2,0.04268579492003762,0.2041392285983067
231,-0.2,0.04245061147695202,0.20390404515522106
232,-0.2,0.041745061147695196,0.20390404515522106
233,-0.2,0.041509877704609593,0.20366886171213547
234,-0.2,0.04080432737535277,0.20366886171213547
235,-0.2,0.04056914393226717,0.20343367826904984
236,-0.2,0.040098777046095956,0.20343367826904984
237,-0.2,0.03986359360301035,0.20319849482596425
238,-0.2,0.03892285983066793,0.20319849482596425
239,-0.2,0.03868767638758232,0.20296331138287865
240,-0.2,0.038217309501411105,0.20296331138287865
241,-0.2,0.0379821260583255,0.20272812793979303
242,-0.2,0.03727657572906869,0.20272812793979303
243,-0.2,0.03704139228598308,0.20249294449670743
244,-0.2,0.03633584195672626,0.20249294449670743
245,-0.2,0.03610065851364065,0.2022577610536218
246,-0.2,0.03539510818438381,0.2022577610536218
247,-0.2,0.035159924741298205,0.2020225776105362
248,-0.2,0.03445437441204138,0.2020225776105362
249,-0.2,0.03421919096895578,0.20178739416745062
250,-0.2,0.03351364063969896,0.20178739416745062
251,-0.2,0.033278457196613355,0.20155221072436502
252,-0.2,0.03257290686735654,0.20155221072436502
253,-0.2,0.03233772342427093,0.2013170272812794
254,-0.2,0.03186735653809972,0.2013170272812794
255,-0.2,0.031632173095014114,0.20108184383819377
256,-0.2,0.030926622765757295,0.20108184383819377
257,-0.2,0.03069143932267169,0.20084666039510818
258,-0.2,0.029750705550329267,0.20084666039510818
259,-0.2,0.02951552210724366,0.20061147695202258
260,-0.2,0.028809971777986842,0.20061147695202258
261,-0.2,0.028574788334901235,0.200376293508937
262,-0.2,0.028104421448730023,0.200376293508937
263,-0.2,0.027869238005644417,0.20014111006585136
264,-0.2,0.027163687676387573,0.20014111006585136
265,-0.2,0.026928504233301967,0.19990592662276577
266,-0.2,0.026222953904045148,0.19990592662276577
267,-0.2,0.02598777046095954,0.19967074317968014
268,-0.2,0.025282220131702726,0.19967074317968014
269,-0.2,0.02504703668861712,0.19943555973659455
270,-0.2,0.024576669802445907,0.19943555973659455
271,-0.2,0.0243414863593603,0.19920037629350895
272,-0.2,0.023400752587017876,0.19920037629350895
273,-0.2,0.02316556914393227,0.19896519285042333
274,-0.2,0.02269520225776106,0.19896519285042333
275,-0.2,0.022460018814675454,0.19873000940733773
